,x,y,inertia,area
0,0.07546169772256729,0.4865010351966874,0.7167767114019945,0.0028163265306122448
1,0.4405859444149407,0.49930164630908125,1.2147013258574049,0.026351020408163266
2,0.6173881673881674,0.18187590187590186,0.888981900033638,0.0016163265306122449
3,0.25638336347197105,0.49189873417721525,0.8376499641354377,0.0006448979591836734
4,0.31279285714285715,0.2070642857142857,1.1494789937260337,0.009795918367346938
5,,,,0.0
6,,,,0.0
7,0.8735714285714286,0.5912651331719129,1.0585832816342984,0.0038530612244897957
8,0.3747904607548043,0.6264196959172648,1.0610526394064559,0.015110204081632652
9,0.17813664596273293,0.5166459627329193,0.3180539289759973,0.00018775510204081632
10,,,,0.0
11,,,,0.0
12,0.30788907357186596,0.22869565217391305,1.1594021628143614,0.01333061224489796
13,,,,0.0
14,0.7351115917805526,0.32177367023891457,1.0659036180281465,0.01186122448979592
15,0.5261304062909568,0.038158584534731324,0.9593362299332294,0.007118367346938776
16,,,,0.0
17,0.4225,0.6388571428571428,0.7010631037633551,0.00032653061224489796
18,0.24249520970832447,0.4173855652544177,1.1175058723435871,0.005477551020408164
19,0.7138700743616023,0.685545500141745,1.2172944202082734,0.053477551020408166
20,,,,0.0
21,,,,0.0
22,,,,0.0
23,0.7272533723386966,0.3887225743539737,1.1686115675462765,0.014351020408163266
24,,,,0.0
25,0.4242983378918577,0.7383968020197771,1.1187881841395082,0.011085714285714286
26,,,,0.0
27,0.8159504165819955,0.4539605771184719,1.2309614398359991,0.02869387755102041
28,,,,0.0
29,0.5220506358116622,0.5468759308053615,1.1207724869243,0.010179591836734694
30,,,,0.0
31,0.7163047619047619,0.3592,0.9871057124610848,0.0006122448979591836
32,0.5344585537918871,0.9089029982363315,0.9848693596032003,0.006612244897959183
33,0.8313932980599646,0.1742151675485009,0.5267897038609941,0.0006612244897959184
34,0.7410084033613445,0.7668187274909964,0.6593785903990621,0.0009714285714285714
35,,,,0.0
36,0.6105707282913165,0.571155462184874,1.0237554778009672,0.013322448979591837
37,,,,0.0
38,0.434436788874842,0.5251131479140329,1.2547596429889893,0.036897959183673466
39,0.5959803707742639,0.6429400218102508,0.9464184756236725,0.010693877551020407
40,,,,0.0
41,0.45372801752279857,0.4044624165455656,1.2837127175022465,0.05537142857142857
42,0.229156223893066,0.5068170426065163,1.0659501949306718,0.0027918367346938776
43,,,,0.0
44,0.39376103443988564,0.5973467611587716,1.131208724482163,0.009379591836734693
45,0.5414438502673796,0.4841023682200153,0.9942750014053837,0.003053061224489796
46,0.10621118012422359,0.5506832298136646,0.5294269063093223,0.00018775510204081632
47,0.1465054945054945,0.641010989010989,0.4723429469033306,0.0005306122448979592
48,,,,0.0
49,0.1591103202846975,0.8171021860701575,0.9826381163158985,0.0045877551020408166
50,0.40901098901098903,0.5846703296703297,0.7964447259114884,0.00042448979591836735
51,0.42857142857142855,0.4197959183673469,0.2511838603469616,0.00011428571428571428
52,,,,0.0
53,0.8790586675505468,0.8691614186277759,0.7997121518839462,0.0035183673469387756
54,,,,0.0
55,,,,0.0
56,0.07383251231527094,0.6410266009852217,1.0689884938320906,0.01183673469387755
57,0.8258313817330212,0.6624355971896956,0.8366444967908077,0.0009959183673469388
58,,,,0.0
59,0.3467011070110701,0.5541465471797575,1.1396657580726537,0.011061224489795919
60,0.5604775747508306,0.5303903654485049,1.0805699629177992,0.005616326530612245
61,,,,0.0
62,0.5852844500632111,0.632692793931732,0.9497634261689308,0.0009224489795918368
63,,,,0.0
64,,,,0.0
65,,,,0.0
66,,,,0.0
67,,,,0.0
68,,,,0.0
69,0.3171428571428571,0.825,0.4678712354031242,3.265306122448979e-05
70,0.5201637478430077,0.37070088482578845,1.1810953666285051,0.031763265306122446
71,0.7626293995859212,0.23246376811594202,0.9007741419202097,0.001126530612244898
72,0.3874227553616867,0.19670301708469648,1.0285834749530107,0.006416326530612245
73,,,,0.0
74,0.1670493991989319,0.5362483311081442,1.0145214031901797,0.001746938775510204
75,0.7388571428571429,0.11657142857142856,0.2801627671697846,8.163265306122449e-05
76,,,,0.0
77,0.20871957671957672,0.2071957671957672,0.6896268359673114,0.0011020408163265306
78,0.610784929356358,0.5021140763997907,1.0115541338016918,0.008914285714285715
79,0.11106666666666667,0.2650666666666667,0.8107169328501435,0.0012244897959183673
80,0.390063233965673,0.21975566739794383,1.1894114347966476,0.027110204081632654
81,0.18353034720381659,0.7440604293665517,0.9866469422547413,0.0044
82,0.43983529819694867,0.2674653259361997,1.0192347571130498,0.013453061224489795
83,0.7820764119601329,0.4665116279069767,0.6322236899467244,0.0014040816326530612
84,,,,0.0
85,0.43695677994061366,0.6608083140877598,1.1695057579223613,0.035346938775510206
86,0.6175669642857143,0.8046800595238095,0.9556983644299445,0.0031346938775510206
87,0.8722653915122535,0.1885833831440526,0.9029227935709783,0.0019510204081632653
88,0.06630797773654916,0.5737344288364696,0.8124873125495716,0.0044
89,0.6085069984447901,0.4630770939791158,1.1553334740604042,0.01049795918367347
90,0.4974098798397864,0.47941255006675565,0.8975415255286245,0.000873469387755102
91,,,,0.0
92,,,,0.0
93,,,,0.0
94,0.09834140435835352,0.04001210653753027,0.8201091755359605,0.0038530612244897957
95,,,,0.0
96,,,,0.0
97,0.9078088962108731,0.5059166862791245,0.7895619130279904,0.004955102040816326
98,,,,0.0
99,,,,0.0
100,,,,0.0
101,0.3111017260374587,0.3952221814175542,1.1241177646405882,0.01270204081632653
102,,,,0.0
103,,,,0.0
104,0.9301587301587301,0.6517460317460317,0.38215543898704996,0.0002938775510204082
105,,,,0.0
106,,,,0.0
